code,name,brand,categories,countries,energy_kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,image_url,image_nutrition_url,is_nutrition_anomaly,anomaly_score,claim_legality,claim_confidence,meets_category_expectations,expectation_violations,training_label_score,training_label_risk
42,Multivitamins & Minerals,Seara,"Compléments alimentaires, Vitamines","Belgien, Germany",169.0,9.0,3.0,19.45,4.05,22.0,0.125,1.95,https://images.openfoodfacts.org/images/products/invalid/front_fr.29.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_fr.25.400.jpg,True,-0.5574266975542417,unknown,0.5,False,High fat: 9.0 > 1,0.65,high
46,1up,Streawberry shortcake,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Brazil nuts, Protein",United Kingdom,352.941176470588,17.6470588235294,,,5.88235294117647,11.7647058823529,,5.88235294117647,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,,False,-0.42109520757632823,unknown,0.5,False,Low protein: 11.7647058823529 < 15; High sugar: 5.88235294117647 > 5,0.85,moderate
73,Whopper,nutra vita,"Dietary supplements, Vitamins, Omega-3",en:Germany,225.0,13.3,,14.5,,9.7,0.865,0.66,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,,False,-0.4212880990628292,unknown,0.5,False,High fat: 13.3 > 1,0.85,moderate
108,BP-ER,"Edelbrand, Wellgard","Beverages and beverages preparations, Beverages, Dietary supplements","Italien, Germany",360.0,0.0,0.0,0.0,0.0,90.0,1.25,0.0,https://images.openfoodfacts.org/images/products/invalid/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_en.22.400.jpg,False,-0.41839072151968776,unknown,0.5,True,,1.0,low
135,Veganes Protein Schoko,Volksshake,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,354.0,6.0,0.3,8.2,0.2,69.8,0.8,,https://images.openfoodfacts.org/images/products/invalid/front_de.15.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_de.17.400.jpg,False,-0.39292368383551146,unknown,0.5,True,,1.0,low
172,mélange vegan pour boisson proteinee,Herbalife nutrition,Mélange vegan pour boisson proteinee,en:germany,388.0,9.3,1.0,20.0,0.8,5.4,2.0,3.2,https://images.openfoodfacts.org/images/products/invalid/front_fr.23.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_fr.27.400.jpg,False,-0.47154994811473777,unknown,0.5,False,Low protein: 5.4 < 15,0.85,moderate
191,Mix fruits rojos,Zitromac,Dietary supplements,en:Ireland,332.299987792969,5.19999980926514,,47.2000007629395,,8.10000038146973,,23.2700004577637,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,,False,-0.44247347177627744,unknown,0.5,True,,1.0,low
229,Vanilla Grass-fed Whey Protein Isolate,Opportuniteas,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,400.0,0.0,0.0,23.3,23.3,73.3,1.12,0.0,https://images.openfoodfacts.org/images/products/invalid/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_en.8.400.jpg,True,-0.4586034403259627,unknown,0.5,False,High sugar: 23.3 > 5,0.65,high
245,Psyllium husk powder,It’s just,"fr:protéines whey, en:bodybuilding-supplements",en:france,357.0,1.0,0.667,3.0,2.33,86.7,0.5,,https://images.openfoodfacts.org/images/products/invalid/front_fr.12.400.jpg,,False,-0.39645604708442145,unknown,0.5,True,,1.0,low
387,Multi collagen gummies,Carlyle,en:dietary-supplements,en:Ireland,800.0,,,300.0,250.0,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,,True,-0.6083332221541706,unknown,0.5,True,,0.8,moderate
455,100% Whey Isolate,Scitec  Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,348.0,0.5,0.5,2.40000009536743,,84.0,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,,False,-0.393593237532814,unknown,0.5,True,,1.0,low
747,Organic Protein Powder Vanilla Bean Flavored,Orgain,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,326.086956521739,8.69565217391304,1.08695652173913,32.6086956521739,,45.6521739130435,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,,False,-0.3828995662200585,unknown,0.5,True,,1.0,low
772,Vitamin B12,Nutribioticals,"Dietary supplements, Vitamins",en:Spain,451.0,31.94,,38.4,,7.84,,,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,,True,-0.4740364754498145,unknown,0.5,False,High fat: 31.94 > 1,0.65,high
875,Vegan 3K-protein,Nutri +,Protein powders,en:Ireland,372.0,2.4,1.0,1.3,1.1,85.0,3.1,1.5,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_en.23.400.jpg,False,-0.4500216578749921,unknown,0.5,True,,1.0,low
893,Bio Whey Protein Kakao,Terrasoul Superfoods,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,273.0,0.0,0.0,73.3,66.7,6.67,0.117,6.67,https://images.openfoodfacts.org/images/products/invalid/front_de.14.400.jpg,,True,-0.5796613708319514,unknown,0.5,False,Low protein: 6.67 < 15; High sugar: 66.7 > 5,0.65,high
931,Nutritional yeast,,Bovine collagen,en:Ireland,327.0,5.0,1.7,9.0,8.0,49.0,,27.0,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_en.9.400.jpg,False,0.0,unknown,0.5,True,,1.0,low
1065,boisson à l'aloe vera,Herbalife,"Alimentos y bebidas de origen vegetal, Bebidas, Comidas preparadas, Bebidas de origen vegetal, Bebidas a base de frutas, Suplementos dietéticos, Suplementos de culturismo, en:Supplement, en:groceries","France,Espagne",12.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,https://images.openfoodfacts.org/images/products/000/000/000/1065/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1065/nutrition_fr.50.400.jpg,False,-0.3685031188254518,unknown,0.5,True,,1.0,low
1248,Chocolate + Vanila Powder,Blackbelt Protein,"Dietary supplements, Bodybuilding supplements, Protein powders",Ireland,376.0,7.2,1.76,42.0,20.8,36.0,1.23,12.0,https://images.openfoodfacts.org/images/products/000/000/000/1248/front_en.9.400.jpg,,False,-0.4314054201576901,unknown,0.5,False,High sugar: 20.8 > 5,0.85,moderate
1426,Protein Drink Mix,Herbalife,"Meals, Dietary supplements, Bodybuilding supplements, Protein powders","France,Espagne",110.0,3.0,0.0,5.0,1.0,15.0,0.889,1.0,https://images.openfoodfacts.org/images/products/000/000/000/1426/front_en.4.400.jpg,,False,-0.4235346521299261,unknown,0.5,True,,1.0,low
1524,roseguard  vitamin a c e  rosmery,herbalife,"en:Plant-based foods and beverages, en:Plant-based foods, en:Sweeteners, Doplněk stravy, en:Stevia and their products, en:Supplement","France,Spain",0.0,0.0,0.0,0.0,0.0,,,,https://images.openfoodfacts.org/images/products/000/000/000/1524/front_cs.4.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1524/nutrition_cs.10.400.jpg,False,-0.32907882992547,unknown,0.5,True,,1.0,low
1569,Shakemate,Herbalife,"Dietary supplements,Bodybuilding supplements,Protein powders",Ireland,382.0,3.0,1.0,4.0,0.0,83.0,82.5,0.0,https://images.openfoodfacts.org/images/products/000/000/000/1569/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1569/nutrition_en.8.400.jpg,True,-0.6053469945735875,unknown,0.5,True,,0.8,moderate
1660,Tom’s of Maine Fresh Mint,"Herbalife, lackmann",Shake proteine,"France, Germany",348.0,3.5,0.9,25.0,15.0,48.0,0.83,15.0,https://images.openfoodfacts.org/images/products/000/000/000/1660/front_fr.34.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1660/nutrition_fr.17.400.jpg,True,-0.5273595093944766,unknown,0.5,False,High sugar: 15.0 > 5,0.65,high
202330877,Hydro 90 BV 104 Whey Protein,WHYsport,"Whey Protein, en:bodybuilding-supplements",Italy,384.0,2.4,0.7,1.8,1.0,88.0,0.4,1.5,https://images.openfoodfacts.org/images/products/000/020/233/0877/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/000/020/233/0877/nutrition_en.8.400.jpg,False,-0.40099865198873225,unknown,0.5,True,,1.0,low
2171,Organic Vegan Protein Shake Mix,Earth Chimp,Protein powders,en:Ireland,120.0,2.0,0.0,11.0,0.003,20.0,0.6,5.0,https://images.openfoodfacts.org/images/products/000/000/000/2171/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/2171/nutrition_en.8.400.jpg,True,-0.4709112664355336,unknown,0.5,True,,0.8,moderate
244934031,Bio Erbsen Protein 82%,Piowald,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,402.0,7.8,1.0,0.0,0.0,82.0,1.9,,https://images.openfoodfacts.org/images/products/000/024/493/4031/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/024/493/4031/nutrition_de.8.400.jpg,False,-0.421756621753242,unknown,0.5,True,,1.0,low
2600,Protein Drink Mix,Herbalife,"Dietary supplements,Bodybuilding supplements,Protein powders,Protein shakes","Croatia,France,Spain",387.0,8.2,1.1,24.0,0.9,53.0,2.6,1.3,https://images.openfoodfacts.org/images/products/000/000/000/2600/front_en.52.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/2600/nutrition_fr.21.400.jpg,False,-0.42269568789672923,unknown,0.5,True,,1.0,low
4462,Boisson nutritionnelle banana creme,Herbalife,"Dietary supplements, en:bodybuilding-supplements","France,Espagne",377.0,10.0,1.7,32.0,30.0,35.0,1.2,17.0,https://images.openfoodfacts.org/images/products/000/000/000/4462/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4462/nutrition_fr.9.400.jpg,True,-0.4588916280503094,unknown,0.5,True,,0.8,moderate
4505,Anthony's Pumpkin Seed Protein Powder,Anthony's,"Pumpkin seeds and their products,Protein powders",en:Ireland,400.0,10.0,,13.3,6.67,60.0,1.42,6.67,https://images.openfoodfacts.org/images/products/000/000/000/4505/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4505/nutrition_en.11.400.jpg,False,-0.43741679648713583,unknown,0.5,False,High sugar: 6.67 > 5,0.85,moderate
4900,blueberry muffins,Entenmann's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Dietary supplements, Special breads, Bodybuilding supplements, English muffins, Protein powders, Breakfast",Ireland,150.0,2.0,1.5,27.0,3.0,6.0,,4.0,https://images.openfoodfacts.org/images/products/000/000/000/4900/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4900/nutrition_en.22.400.jpg,False,-0.40699288652825494,unknown,0.5,False,Low protein: 6.0 < 15,0.85,moderate
4905,Muscle milk,Muscle milk,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Breads, Shakes, Protein",en:Ireland,500.0,21.4285714285714,1.78571428571429,67.8571428571429,7.14285714285714,7.14285714285714,,1.0,https://images.openfoodfacts.org/images/products/000/000/000/4905/front_fr.17.400.jpg,,False,-0.45825219779718085,unknown,0.5,False,Low protein: 7.14285714285714 < 15; High sugar: 7.14285714285714 > 5,0.85,moderate
4906,MM Cookies 'n Cream Protein Powder,Miscle milk,"Shake, Protein powder",en:Ireland,100.0,1.0,1.5,7.0,50.0,20.0,,4.0,https://images.openfoodfacts.org/images/products/000/000/000/4906/front_en.3.400.jpg,,True,-0.5791931379238632,unknown,0.5,False,High sugar: 50.0 > 5,0.65,high
4909,Marias,Gamesa,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Snacks, Cereals and potatoes, Breads, Dietary supplements, Bodybuilding supplements, Protein powders, Electrolytes",en:Ireland,100.0,7.0,1.5,26.0,14.0,3.0,,1.0,https://images.openfoodfacts.org/images/products/000/000/000/4909/front_en.33.400.jpg,,False,-0.4508185323610582,unknown,0.5,False,Low protein: 3.0 < 15; High sugar: 14.0 > 5,0.85,moderate
683442920,Designer Whey Protein Vanilla,ESN,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Germany,374.0,4.5,2.0,5.3,4.5,78.0,0.7,,https://images.openfoodfacts.org/images/products/000/068/344/2920/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/068/344/2920/nutrition_en.5.400.jpg,False,-0.3714733574459596,unknown,0.5,True,,1.0,low
6853,Collagen,Wehle Sports,Dietary supplements,en:Germany,359.0,0.1,,0.1,0.1,90.0,2.0,,https://images.openfoodfacts.org/images/products/000/000/000/6853/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/6853/nutrition_en.12.400.jpg,False,-0.44266907138489126,unknown,0.5,True,,1.0,low
979254822,Perfectbar,,"Supplementi dietetici, Integratori per bodybuilding, Barrette proteiche",Italy,415.0,18.0,10.0,21.4,0.8,48.0,0.5,4.0,https://images.openfoodfacts.org/images/products/000/097/925/4822/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/097/925/4822/nutrition_it.5.400.jpg,False,-0.4515325000505101,unknown,0.5,True,,1.0,low
980642755,Bevanda al gusto di cacao,Dieta Lab,"Bevande, Prodotti disidratati, Prodotti disidratati da reidratare, Supplementi dietetici, Bevande istantanee, Integratori per bodybuilding, Bevande disidratate, Proteine in polvere",Italy,352.0,4.8,3.0,9.7,5.2,64.0,2.6,7.5,https://images.openfoodfacts.org/images/products/000/098/064/2755/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/064/2755/nutrition_it.5.400.jpg,False,-0.4561383126700581,unknown,0.5,False,High sugar: 5.2 > 5,0.85,moderate
982658167,Protein break,,"Dietary supplements,Bodybuilding supplements",Italy,447.0,18.0,7.8,30.0,20.0,8.7,0.13,,https://images.openfoodfacts.org/images/products/000/098/265/8167/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/265/8167/nutrition_it.5.400.jpg,False,-0.4244643909215744,unknown,0.5,True,,1.0,low
988381152,Perfect 100% Whey,WHY SPORT,en:dietary-supplements,en:Italy,375.0,1.4,0.06,2.5,1.0,88.0,0.295,0.0,https://images.openfoodfacts.org/images/products/000/098/838/1152/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/838/1152/nutrition_en.5.400.jpg,False,-0.38971530213046923,unknown,0.5,True,,1.0,low
1003308851,protein bar chocolate toffee brownie flavour,Powerbar,Protein bars,France,332.0,13.0,6.4,31.0,1.7,24.0,0.4,18.0,https://images.openfoodfacts.org/images/products/000/100/330/8851/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/000/100/330/8851/nutrition_en.5.400.jpg,False,-0.43687358240782487,unknown,0.5,True,,1.0,low
1403701389,High Protein Water,Aqua+,Proteinshake,en:germany,18.0,0.0,0.0,0.0,0.0,4.0,,0.0,,,True,-0.4767898795231849,unknown,0.5,False,Low protein: 4.0 < 15,0.65,high
14395,protein pure isolate,Bodylab,"Dietary supplements,Bodybuilding supplements,Protein powders",Netherlands,373.0,1.0,0.6,3.6,3.6,88.0,0.63,,https://images.openfoodfacts.org/images/products/000/000/001/4395/front_de.9.400.jpg,https://images.openfoodfacts.org/images/products/000/000/001/4395/nutrition_de.4.400.jpg,False,-0.38660443834123526,unknown,0.5,True,,1.0,low
16510,Whey protein,lackmann,"Dietary supplements, Bodybuilding supplements, Protein powders","Vereinigte Staaten von Amerika, Germany",410.26,8.97,3.85,25.64,17.95,53.85,0.42,,https://images.openfoodfacts.org/images/products/000/000/001/6510/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/000/000/001/6510/nutrition_en.5.400.jpg,False,-0.4265764613187349,unknown,0.5,False,High sugar: 17.95 > 5,0.85,moderate
17713,Whey native isolate chocolat,Nutrimuscle,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,377.0,0.300000011920929,,7.5,,86.0,,,https://images.openfoodfacts.org/images/products/000/000/001/7713/front_en.3.400.jpg,,False,-0.39436469563133564,unknown,0.5,True,,1.0,low
32056,spaghetti,Sainsbury's,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Pastas, Herbal teas, Dry pastas, Chamomile","France, en:united-kingdom",164.0,0.7,0.1,34.4,1.5,5.1,0.0125,1.4,https://images.openfoodfacts.org/images/products/000/000/003/2056/front_en.25.400.jpg,https://images.openfoodfacts.org/images/products/000/000/003/2056/nutrition_en.18.400.jpg,True,-0.5596580455852754,unknown,0.5,True,,0.8,moderate
3514300592,Unsweetened Green Tea,Ito En,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Herbal teas","Japan, United States",0.0,0.0,0.0,0.0,0.0,0.0,0.00613,0.0,https://images.openfoodfacts.org/images/products/000/351/430/0592/front_ja.3.400.jpg,,False,-0.312245445921328,unknown,0.5,True,,1.0,low
38325,Activate,Tranont,en:dietary-supplements,en:Ireland,10.0,,,1.0,,,,,https://images.openfoodfacts.org/images/products/000/000/003/8325/front_en.3.400.jpg,,False,-0.3646615382580252,unknown,0.5,True,,1.0,low
39365,Pure Whey Protein Berries & Cream,Bulk Powders,"Dietary supplements,Bodybuilding supplements,Protein powders",France,417.0,7.5,5.0,8.7,8.7,76.3,0.371,0.4,https://images.openfoodfacts.org/images/products/000/000/003/9365/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/000/000/003/9365/nutrition_fr.7.400.jpg,False,-0.41636832676505564,unknown,0.5,False,High sugar: 8.7 > 5,0.85,moderate
44701,Summer berries,Herbalife,en:dietary-supplements,en:Ireland,398.0,9.69999980926514,1.60000002384186,33.0,21.0,35.0,,18.0,https://images.openfoodfacts.org/images/products/000/000/004/4701/front_en.3.400.jpg,,False,-0.4514684939951132,unknown,0.5,True,,1.0,low
49059,MM,Muscle milk,"Protein drink, Protein shake",en:Ireland,170.0,2.0,0.5,9.0,1.0,32.0,,5.0,,,False,-0.4483236886944049,unknown,0.5,True,,1.0,low
51446,Greek Style Natural Yogurt,M&S Food,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Greek-style yogurts, Low-fat yogurts, Yogurts high in protein on a fruit layer, en:plain-yogurts","France, en:united-kingdom",64.0,0.4,0.1,8.0,8.0,7.0,0.1775,0.5,https://images.openfoodfacts.org/images/products/000/000/005/1446/front_en.52.400.jpg,https://images.openfoodfacts.org/images/products/000/000/005/1446/nutrition_en.43.400.jpg,False,-0.4395605713864174,unknown,0.5,False,Low protein: 7.0 < 15; High sugar: 8.0 > 5,0.85,moderate
5468879935,Hydrixir antioxydant mojito,OVERSTIM.s,"Dietary supplements, en:instant-beverages",France,357.6,1.0,1.0,88.0,48.0,1.0,1.9,1.0,https://images.openfoodfacts.org/images/products/000/546/887/9935/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/546/887/9935/nutrition_fr.5.400.jpg,True,-0.5021882357510897,unknown,0.5,True,,0.8,moderate
75283,Blend vegan,Growth,Dietary supplements,Ireland,316.666666666667,,3.33333333333333,,,73.3333333333333,,3.79999995231628,https://images.openfoodfacts.org/images/products/000/000/007/5283/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/007/5283/nutrition_en.5.400.jpg,False,-0.40857497529195586,unknown,0.5,True,,1.0,low
94845,Whey Protein Bar Chocolate Fudge,NO!CE,protein bar,India,365.0,8.93,2.05,46.5,0.0,25.0,0.406,19.7,https://images.openfoodfacts.org/images/products/000/000/009/4845/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/009/4845/nutrition_en.5.400.jpg,False,-0.48772210647071823,unknown,0.5,True,,1.0,low
100755,Complete diet protein smoothie advanced strawberry,Bulk Powders,Dietary supplements,France,367.0,8.0,3.0,6.5,6.0,67.2,0.6700000166893,0.99,https://images.openfoodfacts.org/images/products/000/000/010/0755/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/010/0755/nutrition_en.5.400.jpg,False,-0.38050054834065317,unknown,0.5,True,,1.0,low
103106,Prenium CTC leaf black tea,Madupatty,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Teas, Herbal teas, Black teas, Unsweetened beverages",France,120.0,,,4.0,,19.0,,,https://images.openfoodfacts.org/images/products/000/000/010/3106/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/000/000/010/3106/nutrition_en.10.400.jpg,True,-0.5145982203564029,unknown,0.5,True,,0.8,moderate
110415,Plant based protein powder,,en:dietary-supplements,en:spain,400.0,4.0,0.0,0.0,0.0,80.0,2.5,,https://images.openfoodfacts.org/images/products/000/000/011/0415/front_es.8.400.jpg,https://images.openfoodfacts.org/images/products/000/000/011/0415/nutrition_es.10.400.jpg,False,-0.42640869204936477,unknown,0.5,True,,1.0,low
111106,Chocolate whey balls dark chocolate,Active Food,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Meat alternatives, Meat analogues, Meat analogues from soy or wheat proteins, Vegetarian balls, Balls from soy and or wheat proteins",France,470.0,22.0,13.8,47.5,33.3,19.1,0.02,4.4,https://images.openfoodfacts.org/images/products/000/000/011/1106/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/011/1106/nutrition_en.5.400.jpg,False,-0.4029399601422332,unknown,0.5,False,High sugar: 33.3 > 5,0.85,moderate
119804,Whey protein,Bulk Powders,"Dietary supplements, Bodybuilding supplements, Protein powders",France,417.0,8.33,5.0,8.67,8.67,76.3,0.37,0.4,https://images.openfoodfacts.org/images/products/000/000/011/9804/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/011/9804/nutrition_en.5.400.jpg,False,-0.4200854484013525,unknown,0.5,False,High sugar: 8.67 > 5,0.85,moderate
12000028496,DOUBLESHOT ENERGY VANILLA ENERGY COFFEE BEVERAGE,STARBUCKS,"Beverages and beverages preparations, Beverages, Sweetened beverages, Coffee energy drink, en:energy-drinks","France, United States",47.4,0.677,0.339,7.67,6.55,2.71,0.0959,,https://images.openfoodfacts.org/images/products/001/200/002/8496/front_en.55.400.jpg,https://images.openfoodfacts.org/images/products/001/200/002/8496/nutrition_en.57.400.jpg,False,-0.378666687508183,unknown,0.5,True,,1.0,low
12000286209,PURE LEAF Real Brewed Tea UNSWEETENED NO SUGAR,PURE LEAF,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Herbal teas,Unsweetened beverages,Tea-based beverages,Iced teas,Unsweetened Black Tea","France,United States",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/001/200/028/6209/front_en.41.400.jpg,https://images.openfoodfacts.org/images/products/001/200/028/6209/nutrition_en.43.400.jpg,False,-0.3050546007003732,unknown,0.5,True,,1.0,low
12000286223,Raspberry Real Brewed Tea,Pure Leaf,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas","en:france, United States",32.0,0.0,0.0,8.29,8.29,0.0,0.0,,https://images.openfoodfacts.org/images/products/001/200/028/6223/front_en.24.400.jpg,https://images.openfoodfacts.org/images/products/001/200/028/6223/nutrition_en.26.400.jpg,False,-0.37064713897074913,unknown,0.5,True,,1.0,low
155194,Banana whey protein,Bulk,"Dietary supplements, Bodybuilding supplements, Protein powders",en:United Kingdom,113.0,1.2,0.7,3.3,1.3,22.0,,0.8,https://images.openfoodfacts.org/images/products/000/000/015/5194/front_en.3.400.jpg,,False,-0.4107807271927903,unknown,0.5,True,,1.0,low
15794017950,Vegan protein,,"Dietary supplements,Bodybuilding supplements,Protein powders",France,407.0,9.26,5.56,7.41,0.0,74.1,2.78,,https://images.openfoodfacts.org/images/products/001/579/401/7950/front_fr.13.400.jpg,https://images.openfoodfacts.org/images/products/001/579/401/7950/nutrition_fr.15.400.jpg,False,-0.4450044217904752,unknown,0.5,True,,1.0,low
16000140912,Protein One Protein Bars Peanut Butter Chocolate,"Fiber One, General Mills, Protein One",Protein Energy Bars,"France,United States",333.0,9.26,3.7,40.7,3.7,37.0,1.39,18.5,https://images.openfoodfacts.org/images/products/001/600/014/0912/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/001/600/014/0912/nutrition_en.14.400.jpg,True,-0.545971494324051,unknown,0.5,True,,0.8,moderate
16000285736,Packed sustained energy bar - almond butter & blueberry,Nature Valley,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Blueberry bars","United States,France",500.0,29.2,8.33,45.8,25.0,14.6,0.703,6.25,https://images.openfoodfacts.org/images/products/001/600/028/5736/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/001/600/028/5736/nutrition_en.5.400.jpg,True,-0.47432632378725587,unknown,0.5,True,,0.8,moderate
16000411494,Chewy Protein Bar,Fiber One,"Dietary supplements,Bodybuilding supplements,Protein bars",France,394.0,18.2,10.6,48.5,3.03,18.2,0.985,24.2,https://images.openfoodfacts.org/images/products/001/600/041/1494/front_en.32.400.jpg,https://images.openfoodfacts.org/images/products/001/600/041/1494/nutrition_en.34.400.jpg,True,-0.46340023306868267,unknown,0.5,True,,0.8,moderate
16000437784,PROTEIN OATS & DARK CHOCOLATE GRANOLA,NATURE VALLEY,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:dietary-supplements","France,United States",418.0,11.9,2.24,61.2,26.9,19.4,0.597,5.97,https://images.openfoodfacts.org/images/products/001/600/043/7784/front_en.108.400.jpg,https://images.openfoodfacts.org/images/products/001/600/043/7784/nutrition_en.110.400.jpg,False,-0.4138914159813059,unknown,0.5,True,,1.0,low
16000457249,Protein bar,Nature valley,"Dietary supplements, Bodybuilding supplements, Protein bars",France,500.0,30.0,10.0,37.5,15.0,25.0,0.938,12.5,https://images.openfoodfacts.org/images/products/001/600/045/7249/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/001/600/045/7249/nutrition_en.21.400.jpg,True,-0.48551128097328855,unknown,0.5,False,High sugar: 15.0 > 5,0.65,high
16000506497,Brownie Chocolate Fudge,Fiber One,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars, en:brownies","en:costa-rica, en:mexico, en:spain, en:united-states",280.0,3.0,1.0,11.0,2.0,2.0,0.2,6.0,https://images.openfoodfacts.org/images/products/001/600/050/6497/front_en.95.400.jpg,https://images.openfoodfacts.org/images/products/001/600/050/6497/nutrition_en.97.400.jpg,False,-0.3985225494932082,unknown,0.5,False,Low protein: 2.0 < 15,0.85,moderate
16000507661,Peanut Butter Dark Chocolate Chewy Bar,Nature Valley Protein,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Cereals and their products,Confectioneries,Bars,Cereal bars,Dietary supplements,Bodybuilding supplements,Protein bar","France,États-Unis",475.0,30.0,8.75,37.5,17.5,10.0,0.0010625,15.0,https://images.openfoodfacts.org/images/products/001/600/050/7661/front_en.212.400.jpg,https://images.openfoodfacts.org/images/products/001/600/050/7661/nutrition_en.214.400.jpg,True,-0.4971237637255417,unknown,0.5,False,Low protein: 10.0 < 15; High sugar: 17.5 > 5,0.65,high
174548,clear vegan protein,bulk,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,337.0,0.4,0.2,8.8,,75.0,4.4,,https://images.openfoodfacts.org/images/products/000/000/017/4548/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/017/4548/nutrition_de.5.400.jpg,True,-0.4817015243586015,unknown,0.5,True,,0.8,moderate
