code,name,brand,categories,countries,energy_kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,image_url,image_nutrition_url,is_nutrition_anomaly,anomaly_score,claim_legality,claim_confidence,meets_category_expectations,expectation_violations,training_label_score,training_label_risk
5060088709269,Protein Flapjacks: Smooth Lemon,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars, en:energy-bars","United Kingdom,Ireland",460.0,21.0,9.1,47.0,25.0,19.0,0.63,3.5,https://images.openfoodfacts.org/images/products/506/008/870/9269/front_en.33.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9269/nutrition_en.31.400.jpg,False,-0.42123466187918457,unknown,0.5,False,High sugar: 25.0 > 5,0.85,moderate
5060088709276,Protein Oat Bar,TREK,"Snacks,Sweet snacks,Bars,Cereal bars,Protein bars","Ireland,United Kingdom",352.0,22.0,9.4,50.0,24.0,19.0,0.59,3.6,https://images.openfoodfacts.org/images/products/506/008/870/9276/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9276/nutrition_en.3.400.jpg,False,-0.4022177656642363,unknown,0.5,False,High sugar: 24.0 > 5,0.85,moderate
5060088709283,Protein Flapjacks: White Choc & Raspberry,Trek,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, Protein Energy Bars","Belgium,United Kingdom",468.0,21.0,9.4,49.0,24.0,19.0,0.6,3.6,https://images.openfoodfacts.org/images/products/506/008/870/9283/front_en.39.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9283/nutrition_en.34.400.jpg,False,-0.4230145137991925,unknown,0.5,False,High sugar: 24.0 > 5,0.85,moderate
5060088709412,Millionaire Shortbread,Trek,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Bars,Biscuits,Protein bars",United Kingdom,427.0,19.5,8.18,29.8,22.7,27.6,0.782,11.1,https://images.openfoodfacts.org/images/products/506/008/870/9412/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9412/nutrition_en.23.400.jpg,False,-0.39223019082090665,unknown,0.5,False,High sugar: 22.7 > 5,0.85,moderate
5060088709542,Fruit oat and seed bar,nakd,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Fruits cereal bars, Apple cereal bars, Energy bars",en:United Kingdom,326.0,5.1,1.9,61.7,47.8,3.6,0.04,9.2,https://images.openfoodfacts.org/images/products/506/008/870/9542/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9542/nutrition_en.17.400.jpg,True,-0.4716970505725392,unknown,0.5,True,,0.8,moderate
5060088709931,protein flapjack peanut butter,Trek,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",United Kingdom,488.0,26.0,10.0,49.0,24.0,18.0,0.945,3.0,https://images.openfoodfacts.org/images/products/506/008/870/9931/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/506/008/870/9931/nutrition_en.17.400.jpg,False,-0.44848933051251133,unknown,0.5,False,High sugar: 24.0 > 5,0.85,moderate
5060113081117,Bursting Berry Blend,Creative nature Superfoods,"Fruit-and-oat-bar,Protein bars",France,285.0,2.3,0.3,63.0,16.0,4.9,0.05,5.6,,https://images.openfoodfacts.org/images/products/506/011/308/1117/nutrition_en.8.400.jpg,True,-0.4755682505608051,unknown,0.5,False,Low protein: 4.9 < 15; High sugar: 16.0 > 5,0.65,high
5060119290407,Diet Whey Lean Protein Powder,PhD,"Dairies, Dietary supplements, Bodybuilding supplements, Protein powders, Whey powder","United Kingdom, en:it",384.0,8.44,4.06,12.2,5.31,62.5,1.16,2.81,https://images.openfoodfacts.org/images/products/506/011/929/0407/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/0407/nutrition_en.5.400.jpg,False,-0.3906315967466981,unknown,0.5,False,High sugar: 5.31 > 5,0.85,moderate
5060119291404,Diet Whey Vanilla creme,PHD,en:protein-powders,Belgium,388.0,8.12,4.06,11.9,2.81,62.5,0.828,3.44,https://images.openfoodfacts.org/images/products/506/011/929/1404/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/1404/nutrition_en.16.400.jpg,False,-0.4114337522512314,unknown,0.5,True,,1.0,low
5060119291466,Smart Bar Dark Choc Raspberry,PhD,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",France,392.0,14.0,5.2,36.0,2.1,32.0,0.167,,https://images.openfoodfacts.org/images/products/506/011/929/1466/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/1466/nutrition_en.22.400.jpg,False,-0.36949962769746786,unknown,0.5,True,,1.0,low
5060119291855,Smart Bar Caramel Crunch,PhD,"Dietary supplements, Bodybuilding supplements, Protein bars",France,372.0,17.0,11.0,34.0,1.0,29.0,0.51,0.0,https://images.openfoodfacts.org/images/products/506/011/929/1855/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/1855/nutrition_en.39.400.jpg,False,-0.38514178694038587,unknown,0.5,True,,1.0,low
5060119291961,Smart Bar Choc Peanut Butter,,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",France,404.0,19.0,8.2,37.0,3.4,31.0,,,https://images.openfoodfacts.org/images/products/506/011/929/1961/front_en.21.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/1961/nutrition_fr.10.400.jpg,False,-0.39590725741123906,unknown,0.5,True,,1.0,low
5060119292050,Smart Bar Chocolate Brownie,PhD,Protein bars,"France, en:united-kingdom",370.0,11.1,5.31,32.8,1.88,32.8,0.398,,https://images.openfoodfacts.org/images/products/506/011/929/2050/front_en.13.400.jpg,,False,-0.37977103561129816,unknown,0.5,True,,1.0,low
5060119293309,Smart Bar White Choc Blondie,PhD,"Dietary supplements,Bodybuilding supplements,Protein bars","France,Italy",382.0,8.9,6.2,35.0,6.9,39.0,0.2752,3.7,https://images.openfoodfacts.org/images/products/506/011/929/3309/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/3309/nutrition_en.19.400.jpg,False,-0.37783409584289873,unknown,0.5,False,High sugar: 6.9 > 5,0.85,moderate
5060119293316,Smart jack chocolat cacahuète,PhD,"Dietary supplements, Bodybuilding supplements, Protein bars",France,382.0,14.0,4.2,44.0,15.0,28.0,0.6,2.8,https://images.openfoodfacts.org/images/products/506/011/929/3316/front_en.4.400.jpg,,False,-0.3839880501972914,unknown,0.5,False,High sugar: 15.0 > 5,0.85,moderate
5060119293347,Smart Jack Protein & Oat Flapjack Blueberry Muffin,"PhD, Smart jack","Dietary supplements, Bodybuilding supplements, Protein bars",France,371.0,13.0,4.7,45.0,15.0,25.0,0.73,2.3,https://images.openfoodfacts.org/images/products/506/011/929/3347/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/3347/nutrition_en.17.400.jpg,False,-0.38646475014130566,unknown,0.5,False,High sugar: 15.0 > 5,0.85,moderate
5060119294290,Barre protéinée flapjack triple chocolat,"PhD, PhD Smart Jack","Dietary supplements, Bodybuilding supplements, Protein bars",France,376.0,14.0,5.6,43.0,14.0,26.0,0.69,3.5,https://images.openfoodfacts.org/images/products/506/011/929/4290/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/506/011/929/4290/nutrition_en.8.400.jpg,False,-0.38557639540992944,unknown,0.5,False,High sugar: 14.0 > 5,0.85,moderate
5060120285454,Rude health ultimate muesli organic,Rude Health,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Bircher-style mueslis, Mueslis with fruits, Bircher-style mueslis with fruits, Bircher-style muesli flakes with fruits not fortified with vitamins and chemical elements","Belgium, en:united-kingdom",363.0,9.0,1.0,55.0,14.0,11.0,0.03,9.0,https://images.openfoodfacts.org/images/products/506/012/028/5454/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/506/012/028/5454/nutrition_fr.8.400.jpg,False,-0.408756901580275,unknown,0.5,False,High fat: 9.0 > 1,0.85,moderate
5060128840006,Life Water Still,,"Beverages, Waters, Spring waters, Mineral waters",United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/506/012/884/0006/front_en.12.400.jpg,,False,-0.2873935871147189,unknown,0.5,True,,1.0,low
5060132282304,Barre cacahuète et baies,Meridian,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars",France,465.0,25.9,4.6,39.3,25.8,15.2,0.06,6.7,https://images.openfoodfacts.org/images/products/506/013/228/2304/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/506/013/228/2304/nutrition_en.12.400.jpg,False,-0.45181300969508603,unknown,0.5,False,High sugar: 25.8 > 5,0.85,moderate
5060136750199,Teapigs lemon & ginger,teapigs,herbal tea,"France, en:united-kingdom",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://images.openfoodfacts.org/images/products/506/013/675/0199/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/506/013/675/0199/nutrition_fr.21.400.jpg,False,-0.3578457240221552,unknown,0.5,True,,1.0,low
5060142010171,Pulsin' Protéine De Petit Lait Isolée 250 g,Pulsin,en:dietary-supplements,France,385.0,0.3,0.1,2.5,2.5,93.0,0.5,,https://images.openfoodfacts.org/images/products/506/014/201/0171/front_fr.4.400.jpg,,False,-0.4089931766994274,unknown,0.5,True,,1.0,low
5060142010188,Soya Protein,Pulsin,"Dietary supplements, Bodybuilding supplements, Protein powders","France, en:united-kingdom",389.579349904397,2.4,1.2,1.2,0.3,90.0,2.53,,https://images.openfoodfacts.org/images/products/506/014/201/0188/front_fr.4.400.jpg,,False,-0.4442148118030109,unknown,0.5,True,,1.0,low
5060142010195,Pea protein powder,Pulsin,"Dietary supplements,Bodybuilding supplements,Protein powders,Pea protein powder",United Kingdom,406.0,9.1,1.8,0.2,0.1,80.0,4.9,1.4,https://images.openfoodfacts.org/images/products/506/014/201/0195/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/014/201/0195/nutrition_fr.7.400.jpg,True,-0.4853992351441051,unknown,0.5,True,,0.8,moderate
5060142010386,Whey concentrate protein power,Pulsin,"Dietary supplements, Bodybuilding supplements, Protein powders",United Kingdom,412.0,7.5,2.5,4.0,4.0,82.0,0.38,0.0,https://images.openfoodfacts.org/images/products/506/014/201/0386/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/014/201/0386/nutrition_en.5.400.jpg,False,-0.39923320858430467,unknown,0.5,True,,1.0,low
5060142012700,Keto bar,Pulsin,en:dietary-supplements,"Spain, en:united-kingdom",494.0,32.0,11.8,17.0,3.8,25.4,0.6,,https://images.openfoodfacts.org/images/products/506/014/201/2700/front_es.3.400.jpg,https://images.openfoodfacts.org/images/products/506/014/201/2700/nutrition_es.5.400.jpg,True,-0.4538467484053537,unknown,0.5,True,,0.8,moderate
5060148621128,Avant Natural Mineral Water 500ML,,"Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters",en:United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://images.openfoodfacts.org/images/products/506/014/862/1128/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/506/014/862/1128/nutrition_en.9.400.jpg,False,-0.2873935871147189,unknown,0.5,True,,1.0,low
5060161308419,Gooey protein bar salted caramel & milk chocolate,Scimx,"Dietary supplements, Bodybuilding supplements, Protein bars",en:United Kingdom,353.0,13.0,5.5999999046326,28.0,2.2999999523163,34.0,0.75999999046326,5.6,https://images.openfoodfacts.org/images/products/506/016/130/8419/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/506/016/130/8419/nutrition_en.8.400.jpg,False,-0.36726302615445977,unknown,0.5,True,,1.0,low
5060161309317,Scimx,SCI MX,Protein bars,United Kingdom,366.0,14.3,5.0,35.5,3.07,30.7,0.693,3.07,https://images.openfoodfacts.org/images/products/506/016/130/9317/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/016/130/9317/nutrition_en.32.400.jpg,False,-0.37376971050288754,unknown,0.5,True,,1.0,low
5060161309836,Scismix Choc Chip Protein Brownie,Sci-Mx,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Dietary supplements, Bodybuilding supplements, Protein bars",United Kingdom,378.0,15.2,5.23,36.5,0.769,30.8,0.696,5.08,https://images.openfoodfacts.org/images/products/506/016/130/9836/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/506/016/130/9836/nutrition_en.30.400.jpg,False,-0.3841609727714593,unknown,0.5,True,,1.0,low
5060166690427,Monster energy RIPPER Juiced,Monster Energy,"fr:boissons, boissons-énergisantes, en:energy-drinks","en:spain, en:france",37.0,0.0,0.0,9.3,8.4,0.0,0.04,,https://images.openfoodfacts.org/images/products/506/016/669/0427/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/506/016/669/0427/nutrition_fr.16.400.jpg,False,-0.35603767094241373,unknown,0.5,True,,1.0,low
5060166690984,Monster Energy Export,Monster Energy,"fr:boissons, boissons-avec-sucre-ajouté, en:energy-drinks","en:spain, en:france",38.0,0.0,0.0,9.9,8.7,0.52,0.21,,https://images.openfoodfacts.org/images/products/506/016/669/0984/front_fr.31.400.jpg,https://images.openfoodfacts.org/images/products/506/016/669/0984/nutrition_fr.34.400.jpg,False,-0.3881809667751776,unknown,0.5,True,,1.0,low
5060166691165,Monster energy shot,Monster Energy,"Beverages, en:energy-drinks",France,22.0,0.5,0.5,6.0,6.0,0.5,0.5,,https://images.openfoodfacts.org/images/products/506/016/669/1165/front_fr.4.400.jpg,,True,-0.533627517374621,unknown,0.5,True,,0.8,moderate
5060166692483,Monster,Monster,"Beverages, Sweetened beverages, en:energy-drinks","Spain,France,Poland",47.0,0.0,0.0,12.0,11.0,0.0,0.19,,https://images.openfoodfacts.org/images/products/506/016/669/2483/front_en.39.400.jpg,https://images.openfoodfacts.org/images/products/506/016/669/2483/nutrition_fr.25.400.jpg,False,-0.38003663778996266,unknown,0.5,True,,1.0,low
5060166696382,Monster Assault,Monster,en:energy-drinks,en:france,42.0,0.0,,11.0,10.0,0.0,0.05,,https://images.openfoodfacts.org/images/products/506/016/669/6382/front_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/506/016/669/6382/nutrition_fr.7.400.jpg,False,-0.3426717168759049,unknown,0.5,True,,1.0,low
5060183673731,4 Chewy Roasted Nut Bars,Stoats,"Snacks, Sweet snacks, Bars, Cereal bars, Dietary supplements, Bodybuilding supplements, Protein bars",United Kingdom,448.0,21.2,8.75,48.8,21.2,15.0,0.3,6.75,https://images.openfoodfacts.org/images/products/506/018/367/3731/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/018/367/3731/nutrition_en.5.400.jpg,False,-0.4288823028891261,unknown,0.5,False,High sugar: 21.2 > 5,0.85,moderate
5060188692379,Milkshake protein,Acti-Shake,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:United Kingdom,193.0,0.5,0.1,5.3,3.5,5.9,0.18,0.5,https://images.openfoodfacts.org/images/products/506/018/869/2379/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/506/018/869/2379/nutrition_en.13.400.jpg,False,-0.39224185918062543,unknown,0.5,False,Low protein: 5.9 < 15,0.85,moderate
5060189400416,protein nut free mint chocolate,get buzzing,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",en:United Kingdom,409.0,15.0,8.0,42.0,28.0,24.0,0.83,4.0,https://images.openfoodfacts.org/images/products/506/018/940/0416/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/018/940/0416/nutrition_en.7.400.jpg,False,-0.41161530982521516,unknown,0.5,True,,1.0,low
5060201624363,Protein oat bar chocolate imp,,"Snacks, Sweet snacks, Bars, en:protein-bars",en:United Kingdom,419.0,18.6,7.4,36.9,18.3,21.0,1.04,10.9,https://images.openfoodfacts.org/images/products/506/020/162/4363/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/506/020/162/4363/nutrition_en.7.400.jpg,False,-0.3850354437767384,unknown,0.5,False,High sugar: 18.3 > 5,0.85,moderate
5060201624844,Oat bar (chocolate),Fuel,"Snacks, Sweet snacks, Cocoa and its products, Dietary supplements, Bodybuilding supplements, Protein bars, en:cereal-bars",United Kingdom,418.0,18.7,7.33,36.9,18.4,21.1,1.03,10.9,https://images.openfoodfacts.org/images/products/506/020/162/4844/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/020/162/4844/nutrition_en.5.400.jpg,False,-0.4369728363488594,unknown,0.5,False,High sugar: 18.4 > 5,0.85,moderate
5060201625421,Salted caramel oat bar imp,"fuel,fuel 10k","Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, en:cereal-bars",United Kingdom,429.0,18.2,7.8,41.1,19.6,20.5,0.93,9.4,https://images.openfoodfacts.org/images/products/506/020/162/5421/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/506/020/162/5421/nutrition_en.21.400.jpg,False,-0.42974923049084035,unknown,0.5,False,High sugar: 19.6 > 5,0.85,moderate
5060216560458,Immunity Forte Black Elderberry Effervescent,Sambucol,"Supplements,Vitamins","United Kingdom,Ireland",50.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://images.openfoodfacts.org/images/products/506/021/656/0458/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/506/021/656/0458/nutrition_en.18.400.jpg,False,-0.3549562319974538,unknown,0.5,True,,1.0,low
5060216564456,beauty protein,Bioglan,Dietary supplements,France,369.0,4.7,1.3,5.1,0.6,75.3,1.1,,https://images.openfoodfacts.org/images/products/506/021/656/4456/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/506/021/656/4456/nutrition_en.13.400.jpg,False,-0.38611938664811557,unknown,0.5,True,,1.0,low
5060221201421,50 calibre pre-workout killa cola,Grenade,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars",United Kingdom,231.0,0.2,0.2,17.0,1.5,40.0,0.0012,0.9,https://images.openfoodfacts.org/images/products/506/022/120/1421/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/1421/nutrition_en.6.400.jpg,False,-0.40691751951016014,unknown,0.5,True,,1.0,low
5060221201605,Carb Killa Fudge Brownie,Grenade,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Ireland, United Kingdom, en:australia",383.0,14.0,7.0,35.3,3.33,35.0,0.65,5.0,https://images.openfoodfacts.org/images/products/506/022/120/1605/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/1605/nutrition_en.33.400.jpg,False,-0.37178239675742514,unknown,0.5,True,,1.0,low
5060221201872,Carb Killa High Protein Bar Chocolate Crunch,,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Germany",368.0,14.2,7.5,24.6,2.8,37.8,0.73,,https://images.openfoodfacts.org/images/products/506/022/120/1872/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/1872/nutrition_en.16.400.jpg,False,-0.3693093991632838,unknown,0.5,True,,1.0,low
5060221203630,Protein Shake Fudge Brownie Flavoured,,"Dietary supplements, Bodybuilding supplements, Protein shakes","France, en:united-kingdom",198.0,7.3,5.0,8.9,8.3,24.0,0.92,0.1,https://images.openfoodfacts.org/images/products/506/022/120/3630/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/3630/nutrition_fr.10.400.jpg,False,-0.42005656148917025,unknown,0.5,False,High sugar: 8.3 > 5,0.85,moderate
5060221203937,Carb Killa High Protein Bar Chocolate Chip Cookie Dough,Grenade,"Dietary supplements, Bodybuilding supplements, Protein bars","France, Ireland, Spain, en:australia",364.0,15.0,7.2,28.0,3.1,34.0,0.56,11.0,https://images.openfoodfacts.org/images/products/506/022/120/3937/front_en.36.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/3937/nutrition_en.35.400.jpg,False,-0.3915090478828741,unknown,0.5,True,,1.0,low
5060221203944,Grenade Carb Killa Protein Bar Choco Chip Cookie Dough 12 60G,Carbonell,en:Protein bars,France,364.0,14.8,7.2,28.2,3.1,33.8,0.56,11.0,,https://images.openfoodfacts.org/images/products/506/022/120/3944/nutrition_fr.4.400.jpg,False,-0.38687546213988233,unknown,0.5,True,,1.0,low
5060221203968,"Grenade Carb Killa,White Chocolate",Grenade,"Dietary supplements, Bodybuilding supplements, Protein shakes","France, Spain, en:united-kingdom",65.0,2.7,1.8,2.6,1.5,7.5,0.17,0.01,https://images.openfoodfacts.org/images/products/506/022/120/3968/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/3968/nutrition_en.16.400.jpg,False,-0.3974355946305757,unknown,0.5,False,Low protein: 7.5 < 15,0.85,moderate
5060221206501,Reload protein oat bar,Grenade,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars","Jersey,France",1368.0,13.0,5.2,31.0,4.4,24.0,0.78,12.0,https://images.openfoodfacts.org/images/products/506/022/120/6501/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/6501/nutrition_en.14.400.jpg,True,-0.5615235307460213,unknown,0.5,True,,0.8,moderate
5060221208048,Protein Riegel Birthday cake,Grenade,"Imbiss, Süßer Snack, Riegel, Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",Germany,354.0,13.0,6.6,35.0,2.7,35.0,0.2,4.6,https://images.openfoodfacts.org/images/products/506/022/120/8048/front_de.3.400.jpg,,False,-0.3579042761311658,unknown,0.5,True,,1.0,low
5060221208772,Grenade white chocolate salted peanut flavor,Grenade,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars","France,Sweden",403.0,20.0,9.7,32.0,3.4,33.0,0.51,4.1,https://images.openfoodfacts.org/images/products/506/022/120/8772/front_en.25.400.jpg,https://images.openfoodfacts.org/images/products/506/022/120/8772/nutrition_sv.17.400.jpg,False,-0.39166100047014224,unknown,0.5,True,,1.0,low
5060229011503,Three Cinnamon Organic Herbal Tea,PUKKA,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas",France,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/506/022/901/1503/front_en.13.400.jpg,,False,-0.3033418173835553,unknown,0.5,True,,1.0,low
5060229013781,Tisane Bio Après-dîner Pukka,"Carrefour BIO, pukka",en:herbal-teas,France,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/506/022/901/3781/front_fr.19.400.jpg,,False,-0.30130864034159244,unknown,0.5,True,,1.0,low
5060229013804,Infusion Citronnelle Et Gingembre Bio - 20 Sachets - Pukka,Pukka,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, en:teas","France, Pays-Bas, en:be",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.openfoodfacts.org/images/products/506/022/901/3804/front_fr.4.400.jpg,,False,-0.3033418173835553,unknown,0.5,True,,1.0,low
5060238480017,Organic Maca Powder,Naturya,en:dietary-supplements,France,330.0,0.8,0.2,60.9,38.3,10.0,0.1,18.0,https://images.openfoodfacts.org/images/products/506/023/848/0017/front_fr.4.400.jpg,,True,-0.48694499417094383,unknown,0.5,True,,0.8,moderate
5060238480048,Hemp Protein Powder,Naturya,en:protein-powders,"France, en:united-kingdom",362.0,11.0,1.1,10.0,5.9,49.0,0.1,13.0,https://images.openfoodfacts.org/images/products/506/023/848/0048/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/0048/nutrition_en.21.400.jpg,False,-0.45763301136382467,unknown,0.5,False,High sugar: 5.9 > 5,0.85,moderate
5060238480079,"Naturya - Herbe De Blé En Poudre, 200 g",Naturya,"Dietary supplements, Bodybuilding supplements","France, en:united-kingdom",266.0,1.4,0.2,20.0,4.3,20.0,0.19,47.0,https://images.openfoodfacts.org/images/products/506/023/848/0079/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/0079/nutrition_en.16.400.jpg,True,-0.5238806336077685,unknown,0.5,True,,0.8,moderate
5060238480208,Naturya Blends Organic Greens,Naturya,"Dietary supplements, Spirulina",United Kingdom,311.0,3.9,0.5,25.0,13.0,30.0,0.09,27.0,https://images.openfoodfacts.org/images/products/506/023/848/0208/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/0208/nutrition_en.12.400.jpg,True,-0.47630567428624215,unknown,0.5,True,,0.8,moderate
5060238481854,Protéine de chanvre en poudre,Naturya,"Dietary supplements,Bodybuilding supplements,Protein powders",France,362.0,11.0,1.1,10.0,5.9,50.0,0.01,13.0,https://images.openfoodfacts.org/images/products/506/023/848/1854/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/1854/nutrition_fr.19.400.jpg,False,-0.4153910299222258,unknown,0.5,False,High sugar: 5.9 > 5,0.85,moderate
5060238481861,Maca en poudre,Naturya,en:dietary-supplements,France,327.0,0.8,0.2,61.0,38.0,10.0,0.01,,https://images.openfoodfacts.org/images/products/506/023/848/1861/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/1861/nutrition_fr.10.400.jpg,False,-0.42545538942995165,unknown,0.5,True,,1.0,low
5060238483483,Collagen Support Vanilla,Naturya,Protein powders,en:United Kingdom,330.0,1.0,0.3,30.0,20.0,32.0,0.43,20.0,https://images.openfoodfacts.org/images/products/506/023/848/3483/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/506/023/848/3483/nutrition_en.8.400.jpg,True,-0.5145409157365111,unknown,0.5,False,High sugar: 20.0 > 5,0.65,high
5060245600507,GOLD STANDARD 100% WHEY DOUBLE RICH CHOCOLATE,OPTIMUM NUTRITION,"Dietary supplements, Bodybuilding supplements, Protein powders","France,Germany,Ireland,United Kingdom",374.0,4.52,1.61,5.16,1.61,77.4,0.456,2.26,https://images.openfoodfacts.org/images/products/506/024/560/0507/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/506/024/560/0507/nutrition_en.22.400.jpg,False,-0.3796687880182474,unknown,0.5,True,,1.0,low
5060245601504,PLATINUM HYDRO WHEY,Optimum nutrition,"Dietary supplements,Bodybuilding supplements,Protein powders",France,354.0,0.9,0.3,4.7,1.6,75.0,1.2,1.8,https://images.openfoodfacts.org/images/products/506/024/560/1504/front_fr.3.400.jpg,,False,-0.38614476618905885,unknown,0.5,True,,1.0,low
5060245603416,Aminox Blue Raz,Finish First,Dietary supplements,France,338.0,,,,0.0,,,,https://images.openfoodfacts.org/images/products/506/024/560/3416/front_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/506/024/560/3416/nutrition_fr.10.400.jpg,False,-0.3709923413568133,unknown,0.5,True,,1.0,low
5060245604215,100% Whey,Optimum Nutrition,"A, en:bodybuilding-supplements",en:spain,372.0,4.06,1.25,9.69,3.12,75.0,0.23,,https://images.openfoodfacts.org/images/products/506/024/560/4215/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/506/024/560/4215/nutrition_en.24.400.jpg,False,-0.3716542555730809,unknown,0.5,True,,1.0,low
5060245605342,Gold Standard 100% Whey Chocolate Peanut Butter,Optimum Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders","France,Switzerland",366.0,4.06,1.56,6.88,3.12,75.0,1.54,1.88,https://images.openfoodfacts.org/images/products/506/024/560/5342/front_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/506/024/560/5342/nutrition_en.15.400.jpg,False,-0.3930296652004557,unknown,0.5,True,,1.0,low
