code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
70177067762,Pure camomile,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Chamomile","Spain,Switzerland,United Kingdom, World",2.0,,,,,0.990482716857798,low
70177075101,Lemon & Ginger tea,Twinings,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Teas, Herbal teas, Unsweetened beverages, Tea bags",United Kingdom,2.0,0.0,0.0,0.0,0.0,0.9924424637574549,low
70177093402,Twinings Strawberry & Raspberry Tea,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Fruit teas, Red fruit teas, Tea bags",United Kingdom,2.0,0.0,0.0,0.0,0.0,0.9924424637574549,low
70177098940,Cranberry raspberry teabags,twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, en:fruit-teas","United Kingdom,en:united-kingdom",2.0,0.0,0.0,0.0,0.0,0.9924424637574549,low
70177115227,Camomile & Honey Single Tea Bags,Twinings,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Herbal teas,Unsweetened beverages,Herbal teas in tea bags,Chamomile,Tea bags","France,New Zealand,United Kingdom",2.0,0.0,0.0,0.0,0.0,0.9920541640244027,low
70177115715,Echinacea and Raspberry Tea,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas",United Kingdom,2.0,,,,,0.990482716857798,low
70177119133,Twinings 5X5 Gymlcs s Gygytea / Lila /,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas",en:Italy,1.0,0.0,0.0,0.1,0.0,0.9999986820563046,low
70177178505,Sleep,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Tea bags, Passion flower","France,United Kingdom,en:united-kingdom",1.0,0.0,0.5,0.0,0.0,1.0,low
70177178567,Twinings Detox Tea,Twinings,"Beverages and beverages preparations, Beverage preparations, Herbal teas, Tea leaves, Tea bags, en:teas",en:United Kingdom,1.0,0.0,0.5,0.0,0.0,0.9962297171883134,low
70177194031,Tisane (l'heure Du Coucher),Twinings,Herbal tea blends,en:france,0.0,0.0,0.0,0.0,0.0,0.9918405199603821,low
70177225490,Cold In'fuse,Twinings,"Beverages and beverages preparations, Beverages, Beverage preparations, Herbal teas","France, Germany, en:united-kingdom",2.0,0.0,0.0,0.0,0.01,0.9577435740558035,low
70177225865,"Digest Spearmint, Apple and Rooibos with baobab",Twinings,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Herbal teas in tea bags",en:United Kingdom,1.0,0.0,0.5,0.0,0.0,1.0,low
70177226657,kids cold infuse blackcurrant and apple,Twinings,"Beverages and beverages preparations, Beverages, Beverage preparations, Herbal teas, Herbal teas in tea bags","United Kingdom, Germany",3.0,0.3,0.0,0.0,0.01,0.9464816696478939,low
70177229719,Immune Support Tea,Twinings,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Tea bags, en:herbal-teas",en:United Kingdom,1.0,0.0,0.5,0.0,0.0,1.0,low
70177231545,"Reset, Herbal Infusion",Twinings of London,Herbal fruit teas in tea bags,en:United Kingdom,2.0,0.0,0.0,0.0,0.0,0.9886368109684279,low
70177257378,Of London Camomile Honey & Vanilla,"Twinings, Twinings Of London","Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, en:teas","France, Suisse",4.0,0.0,0.0,0.0,0.0,0.9931067735701503,low
70720141048,Vegan protein,The Protein Works,Dietary supplements,Ireland,364.0,1.8,0.7,82.0,1.7,0.9944690752917267,low
70734055003,Fruit Tea Sampler,"Celestial Seasonings,  The Hain Celestial Group  Inc.","Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Tea bags","United States, World, Germany",0.0,0.0,0.0,0.0,0.0,1.0,low
70801103019,Sport Shake Chocolate Power Shake 11 Oz,Sport Shake,en:protein-drink,France,350.0,9.0,0.0,12.0,3.2,0.7509823617787712,high
72417195136,Burton's Fish n Chips baked crisp,Burton's,"Plant-based foods and beverages, Beverages, Plant-based foods, Snacks, Condiments, Sweet snacks, Culinary plants, Hot beverages, Plant-based beverages, Aromatic plants, Biscuits and cakes, Aromatic-herbs, Biscuits, Herbal teas, Savory, Baked, Groceries",United Kingdom,490.0,24.0,8.0,7.6,1.82,0.8026028665656672,moderate
74305066054,Nutritional Yeast,Bragg,"Condiments,Specific products,Products for specific diets,Food additives,Nutritional yeast","France,United States",400.0,0.0,,50.0,0.5,0.9721014597460352,low
74306801937,Green vibrance,,en:dietary-supplements,en:france,310.55900621118,0.0,15.527950310559,15.527950310559,0.95108695652175,0.8526793462916326,moderate
74312181870,Sublingual Liquid B-12 (5000 mcg),,"Dietary supplements,Vitamins",Spain,0.0,0.0,0.0,0.0,0.0,1.0,low
74312990267,Multivitamines et mineraux,,"Compléments alimentaires, Vitamines","Francia, Spain",0.0,0.0,0.0,0.0,0.0,1.0,low
74410741860,Japanese Green Tea,Pokka,"植物性食物与饮品, 饮料, 热饮料, 植物性饮料, 茶, 绿茶, en:Herbal teas, 日本绿茶, en:Unsweetened beverages","Australia,Perancis,Indonesia,Malaysia,Selandia Baru,Swiss",0.0,0.0,0.0,0.0,0.02,0.9774047071305799,low
74780000055,Carbonated mineral water,Perrier,"Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Non-alcoholic beverages, Carbonated waters, Carbonated mineral waters","France, United States",0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
74780000062,Carbonated mineral water,Perrier,"Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Carbonated waters, Carbonated mineral waters","France,États-Unis",0.0,0.0,0.0,0.0,0.002375,0.99766999293483,low
74780333528,"Perrier, sparkling natural mineral water, lime",Perrier,"Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Non-alcoholic beverages, Carbonated waters, Flavored waters, Unsweetened beverages, Carbonated mineral waters, Flavored sparkling waters","France,États-Unis",0.0,0.0,0.0,0.0,0.002375,0.9992290418775677,low
74780336055,Perrier,Perrier,"Beverages, Carbonated drinks, Waters, Spring waters, Mineral waters, Carbonated waters",en:france,0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
75720431151,Natural Spring Water,Poland Spring,"Beverages, Waters, Spring waters, Mineral waters","Brazil, France, en:united-states",0.0,0.0,0.0,0.0,0.0,0.9992290418775677,low
76280130164,Vitamine C,Solaray,"Compléments alimentaires, Vitamines",France,1.0,0.0,0.0,0.0,0.0,1.0,low
76280890990,Spectro Energy - 60 Capsules Végétales - Solaray,Solaray,"Compléments alimentaires, Vitamines",en:France,0.0,,,,0.0,0.9985947892354854,low
76314361687,Emergen-c Pink Lemonade,Emergen-C,Dietary supplement,en:france,372.340425531915,0.0,0.0,0.0,1.72872340425532,0.9395729822992891,low
76950204546,"Yogi, Stress Relief, Honey Lavender, Caffeine Free",Yogi,en:herbal-tea,France,1.0,0.0,0.0,0.1,0.0,0.9934014264577588,low
76950450110,Ginger Tea,Yogi,"Beverages and beverages preparations, Beverage preparations, Herbal teas, en:tea-bags","France,Hong Kong, World",0.0,0.0,0.0,0.0,,0.9944868932297101,low
76950650213,Green Tea Kombucha,Yogi Organic Biologique,"Beverages and beverages preparations, Beverage preparations, Herbal teas, Herbal teas in tea bags, en:teas","France,World,Canada,United States",0.0,0.0,0.0,0.0,0.0,0.9956171564369409,low
83832041618,Chocolate & Peanut Butter Blast,1UP NUTRITION,en:protein-supplement,en:france,412.0,8.82,2.94,67.6,0.735,0.9985437601699474,low
88221484731,malted wheaties,,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Breakfast cereals fortified with vitamins and chemical elements, extruded cereals",en:United Kingdom,362.0,1.3,10.0,11.0,0.3,0.8676384031435012,moderate
88605400221,Protein booster caramel chocolat cacahuète,PULSIN,"Dietary supplements, Bodybuilding supplements, Protein bars",France,475.0,27.8,16.5,25.6,0.51,0.8387161590257773,high
89094022259,Isopure protein powder,Isopure Company,en:bodybuilding-supplements,en:Singapore,355.0,,,,,0.985512574171175,low
89336051115,Finest Whey,Engel Nutrition,Supplement,en:Germany,359.0,1.5,1.9,80.4,0.01,0.9968478229256702,low
89336051320,Finest Whey,Engel Nutrition,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,359.0,1.5,2.6,81.4,0.72,0.9961593790878047,low
90478216805,mineragua,jarritos,"Beverages, Waters, Spring waters, Mineral waters","United States,en:switzerland",0.0,0.0,0.0,0.0,,0.9980987786703368,low
94495116483,Huel Black Edition,Huel Vanilla Flavour,"Meals, Dietary supplements, Meal replacements, Nutritionally complete food",en:United Kingdom,442.0,19.0,5.0,44.0,0.93,0.9983261504392418,low
96619142972,Hemp Hearts,Kirkland,Dietary supplements,"Germany, en:united-states",600.0,50.0,3.33,33.3,,0.7877153073089154,moderate
96619321841,Eau de Source Naturelle,Kirkland Signature,"Beverages and beverages preparations, Beverages, Waters, Spring waters, en:mineral-waters","en:canada, en:spain",0.0,0.0,,0.0,0.00215,0.9963690419972709,low
96619356119,Chocolate Brownie Protein Bar,Kirkland,"Dietary supplements, Bodybuilding supplements, Protein bars","Spain, en:united-states",317.0,10.0,3.33,35.0,0.583,0.9903882445713159,low
96619508228,Chocolate Chip Cookie Dough,Kirkland Signature,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars","Spain,United States",317.0,11.7,3.33,35.0,0.792,0.9974162488535557,low
96619516698,Protein Bar,Kirkland Signature,"Dietary supplements, Bodybuilding supplements, Protein bars","France, United States, en:canada",367.0,10.0,3.33,35.0,0.582,0.9934462407021586,low
97421501964,Plant Protein Nourishing Snack Bar,Powerbar,"Dietary supplements, Bodybuilding supplements, Protein bars",France,460.0,24.0,20.0,20.0,0.01,0.7049072015107346,high
97467299030,Animal Parade Gold Liquid,,Children multi vitamine,"United States,Ireland",6.6666666666667,13.333333333333,13.333333333333,0.0,0.0,0.8649885861985143,moderate
98600133358,chocolate protein pudding,,chocolate protein pudding,en:United Kingdom,79.0,1.6,4.6,10.0,0.17,0.8607436812922141,moderate
99071001498,Prostar 100% whey protein,Prostar,"Dietary supplements,Bodybuilding supplements,Protein powders",India,400.0,3.33,,83.3,,0.9983852790181793,low
120412217640,Vegan Protein,Update Fitness,Protein powders,Switzerland,419.0,12.5,0.5,51.5,0.04,0.979716257357148,low
1316900,Magnesium Verla,Verla,Dietary supplements,en:Germany,276.0,0.0,,0.0,,0.9924539385270039,low
152227004801,RX Bar Peanut Butter,RXBAR,"Dietary supplements,Bodybuilding supplements,Protein bars","Ireland,United States",365.0,13.5,32.7,23.1,1.44,0.8447059843818618,high
1592962,risveglio di Buddha lampone,iswari,"Supplementi dietetici, Colazione",en:Italy,401.0,15.0,12.0,15.0,0.04,0.9369163906165379,moderate
173451029859,Cereal max energy - APPLE Apricot,Isostar,Cereal bar with fruits fortified with vitamins and minerals,en:france,362.0,7.2,21.0,12.0,0.29,0.8737546797009402,moderate
1771879,Swiss style muesli,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Bircher-style mueslis, Muesli flakes not fortified with vitamins and chemical elements, en:mueslis-with-fruits","United Kingdom,United States",373.0,5.78,14.7,11.1,0.0222,0.850952807938037,moderate
180854000101,Red Bull Energy Drink,Red Bull,"fr:boissons, boissons-energisantes, energy-drink-with-sugar","France, en:canada",44.0,0.0,10.8,0.0,0.105,0.9962136056144161,low
181030000151,"Xtend, Refreshing Apple & Vasocharge, Refreshing Lemonade",XTEND,en:sports-nutrition,en:france,29.6,0.0,0.0,0.0,4.07,0.8321966212179556,moderate
181030000168,BCAAs,Xtend,en:dietary-supplement,France,0.0,0.0,0.0,55.91,1.59,0.8413069298098967,moderate
181030000182,Original 7G BCAA Muscle Recovery + Electrolytes,Scivation,"Dietary supplements, Bodybuilding supplements",France,0.0,0.0,,0.0,4.23,0.8039418115420801,moderate
181030000236,The Original 7G BCAA Watermelon Explosion Muscle Recovery + Electrolytes,"Nutrabolt, XTend",Dietary supplements,"Australia,Canada,France,en:canada",0.0,0.0,0.0,0.0,0.5588,0.9806478094416454,low
181030000281,Xtend Original 7g BCSS,XTEND,en:dietary-supplement,en:france,0.0,0.0,,0.0,4.07,0.8047448561342525,moderate
193908005144,AM Rx Bar Chocolate Protein,RX bar,"Dietary supplements,Bodybuilding supplements,Protein bars",Ireland,418.0,18.2,21.8,18.2,0.818,0.8581842353811274,moderate
193908007353,Chocolate Sea Salt,RXBAR,en:protein-bar,en:Ireland,384.615384615385,15.3846153846154,26.9230769230769,23.0769230769231,,0.728425427592547,high
193908008084,Strawberry,RXBAR,en:protein-bar,en:Ireland,384.615384615385,13.4615384615385,26.9230769230769,23.0769230769231,,0.7038124398209635,high
194346097906,Collagen Peptides,Equate,en:dietary-supplements,en:Ireland,350.0,0.0,0.0,0.0,1.62,0.9666603978458579,low
194346112203,Omega-3,Spring Valley,en:dietary-supplements,en:Ireland,2.0,0.2,,0.0,,0.9846665847432133,low
196671004567,1 rule,Rule1,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,367.0,0.0,3.33,83.3,1.33,1.0,low
196671004901,Whey Blend,Rule 1,en:protein-powder,en:Ireland,394.0,6.06,3.03,72.7,0.682,1.0,low
197644077588,Precision ISO,BioHealth,en:protein-supplement,en:Ireland,363.636363636364,1.51515151515152,,81.8181818181818,0.606060606060606,0.9924848814253538,low
197644536610,Creatine Monohydrate Gummies,create,en:dietary-supplement,en:Ireland,206.0,0.0,20.6,0.0,,0.9839160095510605,low
197644598250,Super Greens,Kiala,en:food-supplement,Ireland,241.0,,,,,0.9813672222510305,low
198168445440,Rocket pop clear whey isolate,Wild Society,en:protein-powders,en:Ireland,321.0,0.0,0.0,71.4,2.86,0.8200407839359138,moderate
200030059478,Protein bar,,en:Protein bars,France,354.0,11.0,9.9,36.0,0.29,0.8741995428894848,moderate
2021014,Velouté thaï,Beautysane,"Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Meals, Soups, Dietary supplements, Vegetable soups, Canned meals, Canned soups, Canned vegetable soups",Ireland,371.0,11.0,3.5,36.0,,0.9847664761750448,low
209890006172,Petit déjeuner,Belvita,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux,France,433.0,14.0,26.0,7.7,0.59,0.8254847413511438,moderate
2132444,Chocolate Salted Caramel Vitamin & Protein Bar,Fulfil,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Protein bars, Protein Energy Bars",en:United Kingdom,372.0,15.0,2.6,37.0,0.64,1.0,low
250354548967,Instant Rice Pudding,Body Attack,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,372.0,0.7,0.2,7.7,0.01,0.87254784983122,moderate
2535890,Schnetzel aus Soja,Vantasticfoods,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Hülsenfrüchte, Samen, Hülsenfruchtsamen, Getrockenete Hülsenfrüchte, Soja, Soja Protein",en:Germany,332.0,1.2,8.6,49.0,0.01,0.8542304137609487,moderate
2586940,Proteinpulver vegan pur ungesüßt,Naduria,Dietary supplements,en:Germany,360.0,6.6,6.9,61.0,0.03,0.8947626808404692,moderate
2741253,Crunchy Bar,Power X System,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",en:Germany,420.0,17.0,23.0,32.0,0.6,0.8547569829585078,moderate
3199947,XBody premium figur caesin,XBody,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,380.0,1.2,0.3,90.9,1.0,0.9981284504329857,low
3222249,Multivitamins,Tesco,en:vitamins,en:france,0.0,0.0,0.0,0.0,0.0,0.9960955610975242,low
3306154,SMOKY BBQ FLAVOURED NOOCH SEASONING,Wicked kitchen,"Food additives, Nutritional yeast",en:United Kingdom,334.0,4.1,2.9,43.4,2.1,0.9788248245774315,low
3551626,Corn Flakes,"Aldi (Harvest Morn),Harvest Morn","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Breakfast cereals fortified with vitamins and chemical elements",United Kingdom,387.0,1.2,6.1,7.7,0.59,0.8475578279723692,moderate
355954068881,protein chocolate,arla,"Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, en:protein-shakes",en:Denmark,51.0,0.9,4.7,5.7,0.17,0.8617146665144291,moderate
371401395331,Joint movement glucosamine,Nature's Way,Dietary supplements,France,100.0,0.0,0.0,,0.833,0.9596124080806584,low
375534139329,Chocolate Orange Energy Balls,Jo's Absolute Nutrition,Protein Energy Bars,en:Ireland,432.0,23.0,39.0,7.1,0.05,0.8316801944031449,moderate
400000004457,vegan protein,wyldsson,"Dietary supplements, Bodybuilding supplements, Protein powders",en:United Kingdom,367.0,5.9,7.8,57.0,1.6,0.7291818596005178,high
440446601414,Nature Valley Crunchy haver en honing,Nature Valley,"Voedingssupplementen, Bodybuilding supplementen, Proteinerepen",en:Belgium,467.0,18.1,26.8,8.7,0.85,0.8692941566164081,moderate
4527169,protein drink mix,Herbalife,"Dietary supplements,Bodybuilding supplements,Protein powders","France,Spain",387.0,8.2,0.9,53.0,2.6,0.9771143557030167,low
4755395,P’tit déj sarrasin (pépites de chocolat),Grillon d'Or,"Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux,Biscuit sec pour petit déjeuner",France,494.0,22.0,23.0,5.9,0.22,0.7087777744612518,high
484016253009,Native Milk Protein,nutrimuscle,"Dietary supplements,Bodybuilding supplements,Protein powders","France,Germany,Italy,Spain",360.0,1.5,3.0,83.5,0.3,1.0,low
5221024,Protein powder,Oppotuniteas,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,400.0,3.33333333333333,26.6666666666667,66.6666666666667,,0.853297336452674,moderate
546451210990,Schnitzel,Greenforce,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Meat alternatives, Fleisch-Ersatzprodukte, Strukturiertes Pflanzenprotein, Fertigmischung Veganes Schnitzel","Österreich, Germany",334.0,9.1,1.1,39.0,5.0,0.7683963365793378,moderate
